,ID,name,club,age,league,height_cm,weight_kg,nationality,puntaje_global,potencia,ritmo,disparos,pases,amagues,defensa,fisico
8841,236302,M. Mirić,Sporting Lokeren,30,Belgian First Division A,193.0,80.0,Serbia,66,66,59,68,64,63,32,65
8842,240654,Carles Pérez,FC Barcelona B,19,Spanish Segunda División,172.0,65.0,Spain,66,79,82,69,61,68,31,53
8843,239119,L. Leahy,Walsall,24,English League One,178.0,73.0,England,66,71,77,59,62,63,60,64
8844,184847,J. Goossens,Chicago Fire Soccer Club,28,USA Major League Soccer,174.0,68.0,Netherlands,66,66,47,64,70,65,39,50
8845,204816,M. Koch,NAC Breda,22,Holland Eredivisie,195.0,78.0,Netherlands,66,70,37,34,47,51,66,67
8846,227600,J. Andersson,BK Häcken,20,Swedish Allsvenskan,178.0,68.0,Sweden,66,75,81,45,60,65,59,65
8847,181521,S. Saunders,Wycombe Wanderers,33,English League Two,173.0,70.0,England,66,66,67,60,70,69,35,65
8848,210450,A. Touré,FC Nantes,23,French Ligue 1,186.0,88.0,France,66,71,31,49,52,52,69,73
8849,215314,Carlos,CD Numancia,25,Spanish Segunda División,192.0,82.0,Spain,66,70,51,38,38,42,66,71
8850,222738,Bady,Gençlerbirliği SK,28,Turkish Süper Lig,170.0,65.0,Brazil,66,66,69,60,65,68,38,51
8851,235538,D. Trajkovski,FC Twente,25,Holland Eredivisie,174.0,67.0,Slovenia,66,69,70,34,56,65,61,65
8852,178194,D. Cox,Crawley Town,29,English League Two,163.0,69.0,England,66,66,71,61,64,68,25,67
8853,202771,J. Newell,Rotherham United,24,English League One,185.0,79.0,England,66,72,77,60,66,67,59,57
8854,203283,A. Escoto,Lobos de la BUAP,24,Mexican Liga MX,180.0,70.0,Mexico,66,71,71,62,58,67,30,60
8855,222995,F. Görgülü,Kardemir Karabükspor,25,Turkish Süper Lig,187.0,77.0,Turkey,66,67,60,35,52,53,64,62
8856,228627,A. Al Obaid,Al Qadisiyah,24,Saudi Professional League,171.0,65.0,Saudi Arabia,66,70,80,58,61,63,60,67
8857,191251,A. Lambertz,SG Dynamo Dresden,32,German 2. Bundesliga,172.0,69.0,Germany,66,66,67,61,63,65,66,75
8858,200980,S. Lawless,Partick Thistle F.C.,26,Scottish Premiership,170.0,65.0,Scotland,66,67,74,62,63,69,25,64
8859,206101,D. Babunski,Yokohama F. Marinos,23,Japanese J1 League,178.0,68.0,FYR Macedonia,66,72,72,58,62,69,53,60
8860,156437,P. Pentke, SSV Jahn Regensburg,32,German 2. Bundesliga,190.0,85.0,Germany,66,66,68,61,66,69,37,60
8861,231701,Y. Díaz,Águilas Doradas,25,Colombian Primera A,178.0,70.0,Colombia,66,68,84,59,57,67,32,65
8862,205846,David Bruno,Tondela,25,Portuguese Primeira Liga,175.0,69.0,Portugal,66,70,67,35,54,65,65,60
8863,214038,S. Mosquera,Deportes Tolima,23,Colombian Primera A,185.0,77.0,Colombia,66,74,46,42,34,43,67,72
8864,197911,A. Okugo,Portland Timbers,26,USA Major League Soccer,183.0,79.0,United States,66,68,76,57,56,62,63,73
8865,223767,O. Özdemir,SG Sonnenhof Großaspach,22,German 3. Liga,189.0,80.0,Turkey,66,72,61,48,52,50,63,79
8866,237335,G. Kastanos,SV Zulte-Waregem,19,Belgian First Division A,179.0,71.0,Cyprus,66,79,69,57,62,71,29,60
8867,241175,M. Methnani,Al Qadisiyah,25,Saudi Professional League,183.0,78.0,Tunisia,66,69,68,60,61,65,59,65
8868,180759,H. Taniguchi,Sagan Tosu,32,Japanese J1 League,182.0,73.0,Japan,66,66,57,61,63,64,65,66
8869,183831,A. Dona Ndoh,Chamois Niortais FC,31,French Ligue 2,186.0,80.0,Cameroon,66,66,67,62,50,61,20,68
8870,229912,J. Emmanuel,Rotherham United,19,English League One,180.0,70.0,England,66,77,80,33,56,65,63,73
8871,239128,T. Mpati,Sporting Lokeren,25,Belgian First Division A,175.0,62.0,Belgium,66,70,77,37,56,67,63,66
8872,209177,T. Bu Haymid,Al Fayha,29,Saudi Professional League,168.0,57.0,Saudi Arabia,66,66,75,58,63,64,45,71
8873,210713,F. Holst,Sparta Rotterdam,22,Holland Eredivisie,175.0,71.0,Denmark,66,71,80,44,60,62,61,64
8874,167705,A. Stokes,Hibernian,28,Scottish Premiership,180.0,71.0,Republic of Ireland,66,66,63,68,61,62,27,66
8875,233241,S. Ezatolahi,Amkar Perm,20,Russian Premier League,190.0,78.0,Iran,66,79,63,56,62,61,59,66
8876,122649,L. Bailly,Royal Excel Mouscron,31,Belgian First Division A,189.0,90.0,Belgium,66,66,65,64,67,66,50,64
8877,189721,A. Smárason,Hammarby IF,28,Swedish Allsvenskan,185.0,78.0,Iceland,66,66,65,67,63,64,53,76
8878,190489,D. Gustavsson,IF Elfsborg,26,Swedish Allsvenskan,178.0,73.0,Sweden,66,66,89,63,51,69,31,61
8879,229658,C. Dajome,Deportivo Pasto,23,Colombian Primera A,172.0,69.0,Colombia,66,73,78,60,57,68,19,64
8880,230682,M. Tagbajumi,Lillestrøm SK,29,Norwegian Eliteserien,187.0,89.0,Nigeria,66,66,80,64,48,63,21,76
8881,176154,A. Van Loo,KV Kortrijk,28,Belgian First Division A,176.0,73.0,Belgium,66,66,64,41,60,61,66,63
8882,190490,M. Bolly,SpVgg Greuther Fürth,26,German 2. Bundesliga,185.0,77.0,Ivory Coast,66,67,95,61,53,67,24,55
8883,201243,A. La Mantia,Virtus Entella,26,Italian Serie B,190.0,85.0,Italy,66,66,59,62,32,57,30,78
8884,222235,Ren Hang,,28,,185.0,77.0,China PR,66,66,71,49,59,60,66,67
8885,169243,A. Mintzel,SV Wehen Wiesbaden,35,German 3. Liga,180.0,79.0,Germany,66,66,58,55,64,65,66,70
8886,241179,Cristian Rivero,Valencia CF,19,Spanish Primera División,188.0,75.0,Spain,66,78,71,60,62,68,25,62
8887,190235,J. Clarke,Scunthorpe United,25,English League One,183.0,71.0,England,66,69,77,36,55,59,65,69
8888,197148,M. Piossek,Sportfreunde Lotte,27,German 3. Liga,176.0,73.0,Poland,66,66,72,64,60,66,48,69
8889,225564,M. Frey,Bayer 04 Leverkusen,21,German Bundesliga,180.0,78.0,Germany,66,73,60,48,58,62,67,66
8890,226076,C. Tasoulis,RC Lens,26,French Ligue 2,178.0,68.0,Greece,66,67,74,55,64,65,62,67
8891,235036,W. Faes,Excelsior,19,Holland Eredivisie,185.0,77.0,Belgium,66,77,62,30,51,55,63,70
8892,208669,G. van Kessel,Oxford United,24,English League One,182.0,83.0,Curacao,66,72,91,62,51,64,21,56
8893,205086,P. Klement,1. FSV Mainz 05,24,German Bundesliga,174.0,71.0,Germany,66,71,54,61,68,73,40,55
8894,214046,J. Mosquera,CD America de Cali,26,Colombian Primera A,172.0,66.0,Colombia,66,69,73,48,57,65,60,65
8895,155422,J. Szmatuła,Piast Gliwice,36,Polish Ekstraklasa,188.0,81.0,Poland,66,66,67,67,63,67,33,67
8896,209695,Eugeni,Lorca Deportiva CF,22,Spanish Segunda División,182.0,73.0,Spain,66,73,65,66,66,66,51,65
8897,212511,J. Geria,Melbourne Victory,24,Australian A-League,184.0,75.0,Australia,66,70,81,36,53,60,63,76
8898,227871,J. Mendy,Kristiansund BK,27,Norwegian Eliteserien,180.0,78.0,Senegal,66,66,84,63,43,65,19,69
8899,232223,K. Tsimikas,Willem II,21,Holland Eredivisie,178.0,77.0,Greece,66,74,77,53,65,65,61,67
8900,239135,M. Wassey,SC Paderborn 07,29,German 3. Liga,187.0,79.0,Canada,66,66,63,59,66,66,56,65
8901,230432,Dagoberto Esteiro,Vitória ,29,Campeonato Brasileiro Série A,178.0,77.0,Brazil,66,66,71,53,65,64,63,66
8902,182816,F. Harek,Nîmes Olympique,34,French Ligue 2,175.0,65.0,Algeria,66,66,64,37,63,60,66,67
8903,184352,J. Bailey,Yeovil Town,28,English League Two,183.0,79.0,England,66,66,67,53,63,66,61,64
8904,193312,S. Mielitz,SønderjyskE,27,Danish Superliga,190.0,85.0,Germany,66,68,68,62,59,66,42,63
8905,208417,Bae Il Hwan,Jeju United FC,28,Korean K League Classic,179.0,75.0,Korea Republic,66,66,86,59,60,63,31,65
8906,210209,M. Abu Radiyah,Al Ahli,30,Saudi Professional League,186.0,78.0,Saudi Arabia,66,66,66,66,54,61,25,69
8907,211745,P. Riese,FC Erzgebirge Aue,27,German 2. Bundesliga,175.0,69.0,Germany,66,67,69,55,60,61,61,75
8908,198690,R. Torres,Alianza Petrolera,25,Colombian Primera A,168.0,62.0,Colombia,66,68,79,62,63,70,30,46
8909,204322,R. McKenzie,Kilmarnock,23,Scottish Premiership,175.0,75.0,Scotland,66,73,85,55,60,67,25,63
8910,161314,A. Dimidko,FC SKA-Energiya Khabarovsk,31,Russian Premier League,191.0,85.0,Russia,66,66,44,48,65,58,65,67
8911,182818,S. Bouhours,Stade de Reims,30,French Ligue 2,180.0,75.0,France,66,66,57,29,61,54,67,73
8912,205603,M. van Duinen,Excelsior,25,Holland Eredivisie,185.0,75.0,Netherlands,66,69,75,64,53,64,43,72
8913,212515,C. Slater,Colchester United,23,English League Two,178.0,70.0,Scotland,66,74,69,56,63,67,57,64
8914,213027,M. Preston,Swindon Town,22,English League Two,183.0,78.0,England,66,74,74,32,48,45,61,83
8915,221731,Robson,Boavista FC,23,Portuguese Primeira Liga,181.0,73.0,Brazil,66,72,62,29,37,42,67,69
8916,239907,R. Dwamena,FC Zürich,21,Swiss Super League,184.0,81.0,Ghana,66,77,79,64,52,64,20,64
8917,50723,S. Taylor,Southampton,36,English Premier League,198.0,85.0,England,66,66,67,64,63,63,52,65
8918,194851,F. Mazzeo,Foggia,33,Italian Serie B,177.0,77.0,Italy,66,66,61,67,56,64,27,56
8919,202532,M. Doughty,Peterborough United,24,English League One,185.0,81.0,Wales,66,71,64,56,67,67,55,69
8920,220196,D. Brooks,Sheffield United,19,English Championship,183.0,62.0,Wales,66,80,74,51,62,71,31,61
8921,236836,O. Orji,Bologna,19,Italian Serie A,181.0,72.0,Nigeria,66,83,75,61,60,72,30,57
8922,185380,T. Teniste,Sogndal,29,Norwegian Eliteserien,173.0,65.0,Estonia,66,66,77,43,57,65,59,67
8923,210213,G. Korte,NAC Breda,23,Holland Eredivisie,170.0,71.0,Netherlands,66,70,85,61,56,69,29,60
8924,156453,N. Adler,FC Erzgebirge Aue,32,German 2. Bundesliga,181.0,75.0,Germany,66,66,80,64,58,68,30,66
8925,224805,A. Salzano,Bari,25,Italian Serie B,181.0,74.0,Italy,66,67,57,53,64,62,54,67
8926,231973,D. Acosta,Real Salt Lake,19,USA Major League Soccer,180.0,77.0,United States,66,80,77,49,62,64,62,70
8927,173349,L. Ainsworth,Plymouth Argyle,29,English League One,165.0,60.0,England,66,66,86,60,61,67,22,42
8928,175141,D. Ovono,Paris FC,34,French Ligue 2,186.0,86.0,Gabon,66,66,68,58,65,71,52,65
8929,206630,D. Mattocks,Portland Timbers,26,USA Major League Soccer,179.0,70.0,Jamaica,66,66,91,64,55,66,22,66
8930,226086,A. González,Godoy Cruz,23,Argentinian Superliga,169.0,70.0,Argentina,66,71,80,57,55,70,34,59
8931,227622,S. Spierings,Sparta Rotterdam,21,Holland Eredivisie,187.0,83.0,Netherlands,66,72,57,48,65,70,42,64
8932,234534,S. N'Guessan,AS Nancy Lorraine,22,French Ligue 2,165.0,65.0,Ivory Coast,66,74,58,56,60,67,55,56
8933,182822,A. Angoula,La Berrichonne de Châteauroux,36,French Ligue 2,184.0,82.0,France,66,66,43,31,51,50,62,66
8934,191782,A. García,U.N.A.M.,25,Mexican Liga MX,176.0,75.0,Mexico,66,70,74,41,53,58,65,66
8935,138279,L. Dyer,Burton Albion,34,English Championship,173.0,70.0,England,66,66,85,53,60,66,39,63
8936,232999,T. Adams,New York Red Bulls,18,USA Major League Soccer,175.0,68.0,United States,66,82,76,35,56,68,64,71
8937,198952,S. Suciu,F.B.C. Unione Venezia,27,Italian Serie B,184.0,76.0,Romania,66,67,65,59,63,63,60,71
8938,201000,O. Zahustel,Sparta Praha,26,Czech Liga,187.0,77.0,Czech Republic,66,67,77,58,62,65,64,66
8939,219688,M. López,Cádiz C.F.,26,Spanish Segunda División,187.0,80.0,Argentina,66,71,59,39,48,56,66,66
8940,221480,Y. Cabrera,Deportivo Pasto,26,Colombian Primera A,168.0,60.0,Colombia,66,66,79,61,58,71,46,45
8941,231976,J. Campbell,Chicago Fire Soccer Club,24,USA Major League Soccer,188.0,85.0,United States,66,70,52,25,51,36,64,73
8942,234536,G. Heinry,Bourg en Bresse Péronnas 01,27,French Ligue 2,187.0,78.0,France,66,66,63,63,70,62,63,61
8943,205353,Cristian Ceballos,Sint-Truidense VV,24,Belgian First Division A,173.0,67.0,Spain,66,70,76,64,63,70,24,59
8944,214314,A. Otero,Atlético Bucaramanga,33,Colombian Primera A,185.0,75.0,Colombia,66,66,57,71,70,61,47,76
8945,234282,L. Samson,Eintracht Braunschweig,21,German 2. Bundesliga,190.0,81.0,Germany,66,76,66,40,54,61,67,71
8946,237098,Han Seung Gyu,Ulsan Hyundai Horang-i,20,Korean K League Classic,171.0,63.0,Korea Republic,66,79,70,57,62,66,40,61
8947,178218,S. Darby,Bolton Wanderers,28,English Championship,175.0,64.0,England,66,66,75,36,54,62,64,73
8948,186666,A. Jacobson,Vancouver Whitecaps FC,31,USA Major League Soccer,188.0,84.0,United States,66,66,56,59,62,62,62,73
8949,188202,Y. Thoelen,KAA Gent,26,Belgian First Division A,188.0,88.0,Belgium,66,69,67,65,60,68,39,63
8950,199211,D. Dedechko,FC SKA-Energiya Khabarovsk,29,Russian Premier League,188.0,83.0,Ukraine,66,66,54,64,67,62,63,67
8951,211499,H. Quiñones,FC Paços de Ferreira,25,Portuguese Primeira Liga,178.0,70.0,Colombia,66,69,72,56,59,69,63,61
8952,230187,Narcisso Mau,Vitória ,29,Campeonato Brasileiro Série A,177.0,72.0,Brazil,66,66,65,55,61,56,65,64
8953,234283,S. Skarlatidis,Würzburger FV,26,German 3. Liga,174.0,71.0,Germany,66,66,79,62,62,69,25,52
8954,192043,A. Zamora,Puebla,25,Mexican Liga MX,180.0,75.0,Mexico,66,69,69,44,52,59,65,65
8955,219180,Dani Calvo,CD Numancia,23,Spanish Segunda División,177.0,77.0,Spain,66,70,49,46,52,48,64,69
8956,233260,A. Vega,Deportivo Toluca,19,Mexican Liga MX,172.0,72.0,Mexico,66,80,76,64,54,70,23,69
8957,203309,B. Halloran,1. FC Heidenheim,25,German 2. Bundesliga,184.0,77.0,Australia,66,69,85,60,58,68,34,61
8958,210477,P. Möschl,SG Dynamo Dresden,24,German 2. Bundesliga,173.0,69.0,Austria,66,71,84,53,61,68,31,55
8959,238637,S. Vasiliadis,VfR Aalen,19,German 3. Liga,175.0,75.0,Germany,66,78,76,49,63,64,43,63
8960,183597,A. Stolz,TSG 1899 Hoffenheim,33,German Bundesliga,189.0,89.0,Germany,66,66,70,68,66,63,47,64
8961,197422,H. Mizumoto,Sanfrecce Hiroshima,31,Japanese J1 League,183.0,74.0,Japan,66,66,58,35,50,47,66,67
8962,198702,K. Barmen,SK Brann,23,Norwegian Eliteserien,190.0,76.0,Norway,66,70,67,65,62,63,62,75
8963,199470,M. Meilinger,Aalborg BK,25,Danish Superliga,180.0,77.0,Austria,66,67,75,64,63,65,31,63
8964,208174,M. Ndoye-Baye,Tours FC,25,French Ligue 2,176.0,67.0,Senegal,66,70,57,39,62,65,64,60
8965,209454,M. Lewandowski,Lechia Gdańsk,24,Polish Ekstraklasa,182.0,72.0,Poland,66,71,77,53,60,62,58,73
8966,188206,T. Gamiette,Bourg en Bresse Péronnas 01,31,French Ligue 2,175.0,77.0,France,66,66,66,46,60,64,60,73
8967,208432,T. Pettersson,Östersunds FK,27,Swedish Allsvenskan,190.0,82.0,Sweden,66,67,58,51,54,57,59,81
8968,208944,N. Knight-Percival,Bradford City,30,English League One,182.0,73.0,England,66,66,66,30,42,46,65,73
8969,209456,L. Zwoliński,Pogoń Szczecin,24,Polish Ekstraklasa,184.0,72.0,Poland,66,70,73,63,52,64,26,69
8970,221488,R. Hollingshead,FC Dallas,26,USA Major League Soccer,185.0,81.0,United States,66,67,63,60,59,65,67,71
8971,230192,Botelhinonsa,Sport Club do Recife,29,Campeonato Brasileiro Série A,183.0,76.0,Brazil,66,66,63,52,59,55,67,77
8972,208945,A. Götz,Roda JC Kerkrade,23,Holland Eredivisie,177.0,74.0,Germany,66,70,76,30,51,64,65,65
8973,165169,B. Boswell,Atlanta United FC,34,USA Major League Soccer,188.0,83.0,United States,66,66,32,36,47,42,66,71
8974,231985,K. Rosenberry,Philadelphia Union,23,USA Major League Soccer,173.0,73.0,United States,66,75,74,45,59,64,63,68
8975,169521,I. Villaseñor,Puebla,34,Mexican Liga MX,189.0,80.0,Mexico,66,66,65,68,65,67,42,66
8976,237617,A. Goiri,Deportivo Pasto,29,Colombian Primera A,183.0,83.0,Paraguay,66,66,61,34,35,48,65,73
8977,239921,Joca,Tondela,21,Portuguese Primeira Liga,167.0,60.0,Portugal,66,76,68,52,60,75,36,42
8978,202546,F. Makhedjouf,Tours FC,26,French Ligue 2,187.0,83.0,Algeria,66,67,63,60,66,67,55,76
8979,210482,S. Piesinger,SCR Altach,25,Austrian Bundesliga,192.0,84.0,Austria,66,69,56,55,51,57,64,78
8980,223282,A. Dembele,Chamois Niortais FC,29,French Ligue 2,168.0,65.0,France,66,66,76,50,61,72,64,82
8981,226866,Dálcio,Rangers,21,Scottish Premiership,186.0,80.0,Portugal,66,81,86,59,60,66,31,55
8982,231474,João Costa,FC Porto,21,Portuguese Primeira Liga,185.0,78.0,Portugal,66,76,69,63,53,68,26,63
8983,172082,L. Sepsi,1. FC Nürnberg,30,German 2. Bundesliga,179.0,75.0,Romania,66,66,71,33,56,60,65,63
8984,238642,J. Nietfeld, SSV Jahn Regensburg,23,German 2. Bundesliga,188.0,77.0,Germany,66,73,63,67,47,63,18,54
8985,209459,D. Čavušević,FC Zürich,29,Swiss Super League,187.0,82.0,Slovenia,66,66,65,65,56,57,42,73
8986,214835,R. Fernández,Al Fayha,26,Saudi Professional League,184.0,80.0,Chile,66,67,67,65,63,67,25,66
8987,238643,M. Bär,VfR Aalen,25,German 3. Liga,184.0,81.0,Germany,66,68,70,55,63,65,36,59
8988,226356,M. Fares,Hellas Verona,21,Italian Serie A,183.0,75.0,France,66,73,74,61,62,69,35,62
8989,161844,N. Hoheneder,Holstein Kiel,30,German 2. Bundesliga,190.0,79.0,Austria,66,66,40,34,44,43,66,67
8990,188724,M. Pietrowski,Piast Gliwice,29,Polish Ekstraklasa,184.0,79.0,Poland,66,66,56,55,61,63,64,76
8991,189492,S. O'Keefe,Portsmouth,26,English League One,173.0,64.0,England,66,67,65,58,59,67,61,71
8992,195124,D. Amoo,Cambridge United,26,English League Two,178.0,77.0,England,66,66,92,60,57,67,41,67
8993,206133,A. Shvets,Terek Grozny,24,Russian Premier League,190.0,79.0,Russia,66,73,69,50,56,62,64,73
8994,213301,S. Horvath,SG Dynamo Dresden,20,German 2. Bundesliga,165.0,67.0,Austria,66,73,71,61,61,73,47,48
8995,234037,R. Piris Da Motta,San Lorenzo de Almagro,22,Argentinian Superliga,178.0,72.0,Paraguay,66,73,64,39,56,60,66,74
8996,213302,I. Tajouri,FK Austria Wien,23,Austrian Bundesliga,170.0,69.0,Austria,66,72,86,66,60,71,29,43
8997,227894,A. Soto,Independiente Santa Fe,22,Colombian Primera A,180.0,70.0,Colombia,66,73,57,60,55,61,68,72
8998,195126,J. Marquis,Doncaster Rovers,25,English League One,185.0,73.0,England,66,70,70,63,51,61,36,85
8999,202295,Park Gi Dong,Suwon Samsung Bluewings,28,Korean K League Classic,191.0,83.0,Korea Republic,66,66,63,65,54,60,30,68
9000,213815,M. Uhre,SønderjyskE,22,Danish Superliga,188.0,84.0,Denmark,66,75,86,61,47,65,28,73
9001,222775,T. Pachonik,Carpi,22,Italian Serie B,184.0,87.0,Germany,66,75,74,48,58,64,63,69
9002,239159,A. Riel,Aarhus GF,26,Danish Superliga,178.0,73.0,Denmark,66,67,81,64,49,68,19,60
9003,136504,Cho Sung Hwan,Jeonbuk Hyundai Motors,35,Korean K League Classic,184.0,78.0,Korea Republic,66,66,41,46,50,35,64,70
9004,208440,M. Danielsson,GIF Sundsvall,28,Swedish Allsvenskan,191.0,81.0,Sweden,66,67,61,27,42,42,65,72
9005,215864,J. Dodoo,Charlton Athletic,22,English League One,183.0,70.0,Ghana,66,76,80,64,55,65,42,66
9006,230200,Edenildo Lagoas,São Paulo Futebol Clube,29,Campeonato Brasileiro Série A,180.0,75.0,Brazil,66,66,61,53,64,57,65,65
9007,214329,J. Álvarez,Alianza Petrolera,30,Colombian Primera A,174.0,75.0,Colombia,66,66,62,55,68,66,39,58
9008,222521,O. Hüsing,Hansa Rostock,24,German 3. Liga,193.0,88.0,Germany,66,72,40,32,44,44,66,75
9009,225849,M. Dittgen,SV Wehen Wiesbaden,22,German 3. Liga,182.0,77.0,Germany,66,73,80,57,56,68,28,63
9010,231225,D. Bogaev,Zenit St. Petersburg,23,Russian Premier League,174.0,68.0,Russia,66,71,76,59,62,67,59,51
9011,238649,D. Frick,FSV Zwickau,27,German 3. Liga,188.0,84.0,Germany,66,68,58,54,59,62,59,69
9012,187193,E. Pimentel,Puebla,27,Mexican Liga MX,176.0,77.0,Mexico,66,66,66,34,49,43,63,74
9013,196153,I. Vélez,CD America de Cali,32,Colombian Primera A,174.0,72.0,Colombia,66,66,76,46,61,67,62,63
9014,203834,Yun Ju Tae,Sangju Sangmu FC,27,Korean K League Classic,181.0,78.0,Korea Republic,66,66,77,63,59,68,27,68
9015,209210,A. Grant,Perth Glory,23,Australian A-League,191.0,88.0,Australia,66,74,45,33,39,40,68,70
9016,224826,G. Berthier,Stade de Reims,21,French Ligue 2,177.0,65.0,France,66,75,72,59,65,64,29,61
9017,176442,R. Milsom,Notts County,30,English League Two,179.0,72.0,England,66,66,66,62,64,64,61,76
9018,193594,S. Jakobsen,Silkeborg IF,26,Danish Superliga,190.0,86.0,Denmark,66,71,63,32,54,52,63,76
9019,202043,K. Holmberg,IFK Norrköping,24,Swedish Allsvenskan,185.0,73.0,Sweden,66,71,71,62,52,65,37,71
9020,210747,Salva Ruíz,Valencia CF,22,Spanish Primera División,179.0,73.0,Spain,66,71,63,30,62,61,67,60
9021,229435,M. Vlap,SC Heerenveen,20,Holland Eredivisie,189.0,81.0,Netherlands,66,76,59,53,58,69,37,63
9022,229947,Romário Baldé,Lechia Gdańsk,20,Polish Ekstraklasa,177.0,75.0,Portugal,66,74,77,64,55,73,29,65
9023,235579,M. Massop,Excelsior,23,Holland Eredivisie,184.0,78.0,Netherlands,66,71,64,32,51,61,66,72
9024,184635,S. Nijland,PEC Zwolle,28,Holland Eredivisie,187.0,79.0,Netherlands,66,66,62,69,65,68,31,48
9025,186939,C. Nöthe,DSC Arminia Bielefeld,29,German 2. Bundesliga,184.0,81.0,Germany,66,66,74,67,53,69,28,68
9026,189755,D. Gasparetto,Ternana,29,Italian Serie B,195.0,85.0,Italy,66,66,36,39,37,32,66,73
9027,212540,S. Caldwell,New England Revolution,26,USA Major League Soccer,173.0,68.0,United States,66,69,45,55,62,60,62,71
9028,221756,Lee Gwang Hyeok,Pohang Steelers,21,Korean K League Classic,169.0,63.0,Korea Republic,66,73,85,49,59,69,33,60
9029,192572,S. Neville,Perth Glory,28,Australian A-League,184.0,75.0,Australia,66,66,62,48,58,50,66,70
9030,221757,Kim Jin Young,Pohang Steelers,25,Korean K League Classic,195.0,87.0,Korea Republic,66,69,66,65,65,66,26,64
9031,186941,R. Wolf,Fortuna Düsseldorf,29,German 2. Bundesliga,190.0,86.0,Germany,66,66,67,63,58,71,33,63
9032,208446,P. Dibba,Hammarby IF,29,Swedish Allsvenskan,177.0,68.0,Gambia,66,66,86,62,52,67,27,64
9033,212030,A. Rafetraniaina,OGC Nice,20,French Ligue 1,176.0,66.0,France,66,76,73,35,62,58,63,64
9034,213566,C. Erskine,Partick Thistle F.C.,30,Scottish Premiership,185.0,76.0,Scotland,66,66,68,63,61,70,29,58
9035,235582,L. Badiashile,AS Monaco,19,French Ligue 1,186.0,80.0,France,66,77,68,66,65,68,38,67
9036,200255,J. Reimerink,VfL Osnabrück,27,German 3. Liga,185.0,79.0,Netherlands,66,66,78,60,62,69,26,60
9037,208703,T. Schulz,VfR Aalen,32,German 3. Liga,180.0,80.0,Germany,66,66,61,38,55,49,69,73
9038,221503,H. Shipp,Seattle Sounders FC,25,USA Major League Soccer,175.0,66.0,United States,66,67,60,62,67,69,42,54
9039,226879,L. Escalante,CPD Junior Barranquilla,25,Colombian Primera A,168.0,74.0,Colombia,66,69,74,63,56,69,21,65
9040,232255,A. Bouzat,Boca Juniors,23,Argentinian Superliga,173.0,70.0,Argentina,66,74,75,62,54,73,36,65
9041,196159,E. González,Jaguares Fútbol Club,35,Colombian Primera A,174.0,69.0,Colombia,66,66,59,30,59,66,68,66
9042,222528,L. Gooch,Sunderland,21,English Championship,173.0,69.0,United States,66,75,79,57,63,68,47,66
9043,224832,A. Portales,Monterrey,21,Mexican Liga MX,182.0,76.0,Mexico,66,71,62,36,54,55,65,72
9044,230976,A. Kovačević,FK Haugesund,25,Norwegian Eliteserien,173.0,70.0,Serbia,66,69,68,51,62,62,64,71
9045,187456,E. Balyaykin,FC SKA-Energiya Khabarovsk,29,Russian Premier League,184.0,77.0,Russia,66,66,59,62,63,61,65,64
9046,198977,C. Quiring,Hansa Rostock,26,German 3. Liga,172.0,67.0,Germany,66,67,83,60,58,67,18,57
9047,205377,D. Léon,Stade Brestois 29,24,French Ligue 2,186.0,88.0,France,66,73,67,60,65,70,48,64
9048,231489,A. Keita,Östersunds FK,30,Swedish Allsvenskan,185.0,75.0,Sweden,66,66,74,62,77,69,22,55
9049,195905,L. Gutiérrez,,32,,181.0,86.0,Bolivia,66,66,62,44,42,49,66,77
9050,199746,J. Bøge,Hobro IK,27,Danish Superliga,180.0,70.0,Denmark,66,67,68,38,56,58,64,68
9051,237890,A. Arellano,Querétaro,22,Mexican Liga MX,174.0,64.0,Mexico,66,75,71,53,59,64,63,66
9052,202819,C. Forrester,Peterborough United,24,English League One,180.0,68.0,Republic of Ireland,66,72,75,59,62,66,63,66
9053,214339,D. Balanta,CPD Junior Barranquilla,23,Colombian Primera A,186.0,81.0,Colombia,66,74,67,25,49,54,66,71
9054,223811,N. Alblas,Ajax,22,Holland Eredivisie,185.0,81.0,Netherlands,66,73,68,64,72,67,34,60
9055,229699,N. Benedetti,Asociacion Deportivo Cali,20,Colombian Primera A,177.0,70.0,Colombia,66,79,68,59,65,64,43,56
9056,233795,B. Brereton,Nottingham Forest,18,English Championship,185.0,75.0,England,66,85,86,64,55,69,40,70
9057,205892,B. Tashchy,MSV Duisburg,23,German 2. Bundesliga,192.0,90.0,Ukraine,66,72,67,62,61,65,39,70
9058,231236,M. Cafaro,Stade de Reims,20,French Ligue 2,172.0,65.0,France,66,81,77,66,64,72,44,60
9059,188996,A. Nuhiu,Sheffield Wednesday,27,English Championship,197.0,85.0,Kosovo,66,66,36,65,59,64,37,77
9060,191044,P. Jagne,FC Zürich,27,Swiss Super League,176.0,79.0,Gambia,66,66,76,53,62,66,61,77
9061,203845,L. Burnet,Excelsior,26,Holland Eredivisie,169.0,70.0,Netherlands,66,69,76,42,59,68,62,62
9062,207429,D. Samuel,Blackburn Rovers,23,English League One,182.0,69.0,England,66,74,79,64,52,64,31,68
9063,219717,Y. González,CPD Junior Barranquilla,22,Colombian Primera A,180.0,81.0,Colombia,66,71,73,61,61,65,53,77
9064,221253,C. Giraldo,Tigres FC,27,Colombian Primera A,182.0,75.0,Colombia,66,69,59,65,64,62,37,70
